id,name,aliases,ranked_default_status,source_status,champions_confirmed,available_formats,strict_M_B_status,current_format_status,types,hp,atk,def,spa,spd,spe,abilities,move_count,role_hints
pinsirmega,Mega Pinsir,Mega Pinsir; Pinsir Mega; Pinsir-Mega; megapinsir; pinsirmega,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Bug|Flying,65,155,120,65,90,105,Aerilate,53,physical attacker; bulky; Protect; Rain Dance
pyroarmega,Mega Pyroar,Mega Pyroar; Pyroar Mega; Pyroar-Mega; megapyroar; pyroarmega,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Fire|Normal,86,88,92,129,86,126,Fire Mane,49,fast; special attacker; Protect; Rain Dance
raichumegax,Mega Raichu X,Mega Raichu X; Raichu X Mega; Raichu X-Mega; megaraichux; raichumegax; raichuxmega,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Electric,60,135,95,90,95,110,Electric Surge,66,fast; physical attacker; Protect; Fake Out; Rain Dance; Reflect; Light Screen
raichumegay,Mega Raichu Y,Mega Raichu Y; Raichu Y Mega; Raichu Y-Mega; megaraichuy; raichumegay; raichuymega,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Electric,60,100,55,160,80,130,No Guard,66,fast; special attacker; Protect; Fake Out; Rain Dance; Reflect; Light Screen
sableyemega,Mega Sableye,Mega Sableye; Sableye Mega; Sableye-Mega; megasableye; sableyemega,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Dark|Ghost,50,85,125,85,115,20,Magic Bounce,88,slow/bulky; bulky; Protect; Fake Out; Rain Dance; Reflect; Light Screen
sceptilemega,Mega Sceptile,Mega Sceptile; Sceptile Mega; Sceptile-Mega; megasceptile; sceptilemega,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Grass|Dragon,70,110,75,145,85,145,Lightning Rod,77,fast; physical attacker; special attacker; Protect
scizormega,Mega Scizor,Mega Scizor; Scizor Mega; Scizor-Mega; megascizor; scizormega,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Bug|Steel,70,150,140,65,100,75,Technician,64,physical attacker; bulky; Protect; Tailwind; Rain Dance; Light Screen
scolipedemega,Mega Scolipede,Mega Scolipede; Scolipede Mega; Scolipede-Mega; megascolipede; scolipedemega,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Bug|Poison,60,140,149,75,99,62,Shell Armor,53,physical attacker; bulky; Protect
scovillainmega,Mega Scovillain,Mega Scovillain; Scovillain Mega; Scovillain-Mega; megascovillain; scovillainmega,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass|Fire,65,138,85,138,85,75,Spicy Spray,48,physical attacker; special attacker; Protect
scraftymega,Mega Scrafty,Mega Scrafty; Scrafty Mega; Scrafty-Mega; megascrafty; scraftymega,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Dark|Fighting,65,130,135,55,135,68,Intimidate,82,physical attacker; bulky; Protect; Fake Out; Rain Dance
sharpedomega,Mega Sharpedo,Mega Sharpedo; Sharpedo Mega; Sharpedo-Mega; megasharpedo; sharpedomega,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water|Dark,70,140,70,110,65,105,Strong Jaw,57,physical attacker; special attacker; Protect; Rain Dance
skarmorymega,Mega Skarmory,Mega Skarmory; Skarmory Mega; Skarmory-Mega; megaskarmory; skarmorymega,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Steel|Flying,65,140,110,40,100,110,Stalwart,51,fast; physical attacker; bulky; Protect; Tailwind
slowbromega,Mega Slowbro,Mega Slowbro; Slowbro Mega; Slowbro-Mega; megaslowbro; slowbromega,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water|Psychic,95,75,180,130,80,30,Shell Armor,95,slow/bulky; special attacker; bulky; Protect; Trick Room; Rain Dance; Light Screen
staraptormega,Mega Staraptor,Mega Staraptor; Staraptor Mega; Staraptor-Mega; megastaraptor; staraptormega,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Fighting|Flying,85,140,100,60,90,110,Contrary,43,fast; physical attacker; bulky; Protect; Tailwind; Rain Dance
starmiemega,Mega Starmie,Mega Starmie; Starmie Mega; Starmie-Mega; megastarmie; starmiemega,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water|Psychic,60,100,105,130,105,120,Huge Power,62,fast; special attacker; bulky; Protect; Trick Room; Rain Dance; Reflect; Light Screen
steelixmega,Mega Steelix,Mega Steelix; Steelix Mega; Steelix-Mega; megasteelix; steelixmega,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Steel|Ground,75,125,230,55,95,30,Sand Force,66,slow/bulky; physical attacker; bulky; Protect; Wide Guard
swampertmega,Mega Swampert,Mega Swampert; Swampert Mega; Swampert-Mega; megaswampert; swampertmega,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Water|Ground,100,150,110,95,110,70,Swift Swim,77,physical attacker; bulky; Protect; Wide Guard; Rain Dance
tyranitarmega,Mega Tyranitar,Mega Tyranitar; Tyranitar Mega; Tyranitar-Mega; megatyranitar; tyranitarmega,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Rock|Dark,100,164,150,95,120,71,Sand Stream,92,physical attacker; bulky; Protect; Rain Dance
venusaurmega,Mega Venusaur,Mega Venusaur; Venusaur Mega; Venusaur-Mega; megavenusaur; venusaurmega,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass|Poison,80,100,123,122,120,80,Thick Fat,57,special attacker; bulky; Protect; Light Screen
victreebelmega,Mega Victreebel,Mega Victreebel; Victreebel Mega; Victreebel-Mega; megavictreebel; victreebelmega,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass|Poison,80,125,85,135,95,70,Innards Out,58,physical attacker; special attacker; Protect; Reflect
meganium,Meganium,Meganium; meganium,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass,80,82,100,83,100,80,Overgrow; Leaf Guard,61,bulky; Protect; Reflect; Light Screen
meowscarada,Meowscarada,Meowscarada; meowscarada,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass|Dark,76,110,70,81,70,123,Overgrow; Protean,65,fast; physical attacker; Protect; Trick Room
meowstic,Meowstic,Meowstic; meowstic,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Psychic,74,48,76,83,81,104,Competitive; Keen Eye; Infiltrator; Prankster,61,Protect; Fake Out; Trick Room; Rain Dance; Reflect; Light Screen
meowsticfemale,Meowstic (Female),Meowstic (Female); Meowstic Female; Meowstic-Female; meowsticfemale,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Psychic,74,48,76,83,81,104,Keen Eye; Infiltrator; Competitive,56,Protect; Fake Out; Trick Room; Rain Dance; Reflect; Light Screen
metagross,Metagross,Metagross; metagross,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Steel|Psychic,80,135,130,95,90,70,Clear Body; Light Metal,68,physical attacker; bulky; Protect; Rain Dance; Reflect; Light Screen
milotic,Milotic,Milotic; milotic,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water,95,60,79,100,125,81,Marvel Scale; Competitive; Cute Charm,61,bulky; Protect; Rain Dance; Light Screen
mimikyu,Mimikyu,Mimikyu; mimikyu,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ghost|Fairy,55,90,80,50,105,96,Disguise,60,bulky; Protect; Trick Room; Rain Dance; Light Screen
morpeko,Morpeko,Morpeko; morpeko,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Electric|Dark,58,95,58,70,58,97,Hunger Switch,65,Protect; Fake Out
rotommow,Mow Rotom,Mow Rotom; mowrotom; rotommow,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Electric|Grass,50,65,107,105,107,86,Levitate,66,bulky; Protect; Rain Dance; Reflect; Light Screen
mrrime,Mr. Rime,Mr. Rime; mrrime,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ice|Psychic,80,85,75,110,100,70,Tangled Feet; Screen Cleaner; Ice Body,93,special attacker; bulky; Protect; Fake Out; Trick Room; Rain Dance; Reflect; Light Screen
mudsdale,Mudsdale,Mudsdale; mudsdale,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ground,100,125,100,55,85,35,Own Tempo; Stamina; Inner Focus,45,slow/bulky; physical attacker; bulky; Protect
musharna,Musharna,Musharna; musharna,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Psychic,116,55,85,107,95,29,Forewarn; Synchronize; Telepathy,50,slow/bulky; bulky; Protect; Trick Room; Rain Dance; Reflect; Light Screen
ninetales,Ninetales,Ninetales; ninetales,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fire,73,76,75,81,100,100,Flash Fire; Drought,85,bulky; Protect; Rain Dance
noivern,Noivern,Noivern; noivern,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Flying|Dragon,85,70,80,97,80,123,Frisk; Infiltrator; Telepathy,64,fast; Protect; Tailwind
oranguru,Oranguru,Oranguru; oranguru,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Normal|Psychic,90,60,80,90,110,60,Inner Focus; Telepathy; Symbiosis,64,slow/bulky; bulky; Protect; Trick Room; Rain Dance; Reflect; Light Screen
orthworm,Orthworm,Orthworm; orthworm,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Steel,70,85,145,60,55,65,Earth Eater; Sand Veil,40,bulky; Protect
overqwil,Overqwil,Overqwil; overqwil,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Dark|Poison,85,115,95,65,65,85,Poison Point; Swift Swim; Intimidate,60,physical attacker; Protect; Rain Dance
palafin,Palafin,Palafin; palafin,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water,100,70,72,53,62,100,Zero to Hero,58,bulky; Protect; Rain Dance
taurospaldea,Paldean Tauros - Combat Breed,Paldean Tauros - Combat Breed; paldeantauroscombatbreed; taurospaldea,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fighting,75,110,105,30,70,100,Intimidate; Anger Point; Cud Chew,63,physical attacker; bulky; Protect; Rain Dance
pangoro,Pangoro,Pangoro; pangoro,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fighting|Dark,95,124,78,69,71,58,Iron Fist; Mold Breaker; Scrappy,80,slow/bulky; physical attacker; bulky; Protect; Rain Dance
passimian,Passimian,Passimian; passimian,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fighting,100,120,90,40,60,80,Receiver; Defiant,66,physical attacker; bulky; Protect; Rain Dance
pelipper,Pelipper,Pelipper; pelipper,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water|Flying,60,50,100,95,70,65,Keen Eye; Drizzle; Rain Dish,53,bulky; Protect; Wide Guard; Tailwind; Rain Dance
pidgeot,Pidgeot,Pidgeot; pidgeot,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Normal|Flying,83,80,75,70,70,101,Keen Eye; Tangled Feet; Big Pecks,31,Protect; Tailwind; Rain Dance
pikachu,Pikachu,Pikachu; pikachu,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Electric,35,55,40,50,50,90,Static; Lightning Rod,60,Protect; Fake Out; Rain Dance; Reflect; Light Screen
pinsir,Pinsir,Pinsir; pinsir,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Bug,65,125,100,55,70,85,Hyper Cutter; Mold Breaker; Moxie,53,physical attacker; bulky; Protect; Rain Dance
politoed,Politoed,Politoed; politoed,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water,90,75,75,90,100,70,Water Absorb; Damp; Drizzle,57,bulky; Protect; Rain Dance
polteageist,Polteageist,Polteageist; polteageist,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ghost,60,65,65,134,114,70,Weak Armor; Cursed Body,46,special attacker; bulky; Protect; Trick Room; Reflect; Light Screen
primarina,Primarina,Primarina; primarina,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water|Fairy,80,74,74,126,116,60,Torrent; Liquid Voice,63,slow/bulky; special attacker; bulky; Protect; Rain Dance; Reflect; Light Screen
pyroar,Pyroar,Pyroar; pyroar,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Fire|Normal,86,68,72,109,66,106,Rivalry; Unnerve; Moxie,49,Protect; Rain Dance
quaquaval,Quaquaval,Quaquaval; quaquaval,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water|Fighting,85,120,80,85,75,85,Torrent; Moxie,59,physical attacker; Protect; Rain Dance
qwilfish,Qwilfish,Qwilfish; qwilfish,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Water|Poison,65,95,85,55,55,85,Poison Point; Swift Swim; Intimidate,64,Protect; Rain Dance
raichu,Raichu,Raichu; raichu,ranked_allowed_champions_confirmed,confirmed,True,M-A; M-B,confirmed,M-A:confirmed; M-B:confirmed,Electric,60,90,55,90,80,110,Static; Lightning Rod; Surge Surfer,66,fast; Protect; Fake Out; Rain Dance; Reflect; Light Screen
rampardos,Rampardos,Rampardos; rampardos,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Rock,97,165,60,65,50,58,Mold Breaker; Sheer Force,74,slow/bulky; physical attacker; bulky; Protect; Rain Dance
reuniclus,Reuniclus,Reuniclus; reuniclus,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Psychic,110,65,75,125,85,30,Overcoat; Magic Guard; Regenerator,66,slow/bulky; special attacker; bulky; Protect; Trick Room; Rain Dance; Reflect; Light Screen
rhyperior,Rhyperior,Rhyperior; rhyperior,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ground|Rock,115,140,130,55,55,40,Lightning Rod; Solid Rock; Reckless,91,slow/bulky; physical attacker; bulky; Protect; Rain Dance
roserade,Roserade,Roserade; roserade,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass|Poison,60,70,65,125,105,90,Natural Cure; Poison Point; Technician,51,special attacker; bulky; Protect; Rain Dance
rotom,Rotom,Rotom; rotom,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Electric|Ghost,50,50,77,95,77,91,Levitate,47,Protect; Rain Dance; Reflect; Light Screen
runerigus,Runerigus,Runerigus; runerigus,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ground|Ghost,58,95,145,50,105,30,Wandering Spirit,69,slow/bulky; bulky; Protect; Trick Room; Rain Dance
sableye,Sableye,Sableye; sableye,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Dark|Ghost,50,75,75,65,65,50,Keen Eye; Stall; Prankster,88,slow/bulky; Protect; Fake Out; Rain Dance; Reflect; Light Screen
salazzle,Salazzle,Salazzle; salazzle,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Poison|Fire,68,64,60,111,60,117,Corrosion; Oblivious,70,fast; special attacker; Protect; Fake Out
samurott,Samurott,Samurott; samurott,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water,95,100,85,108,70,70,Torrent; Shell Armor,67,bulky; Protect; Rain Dance
sandaconda,Sandaconda,Sandaconda; sandaconda,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ground,72,107,125,65,70,71,Sand Spit; Shed Skin; Sand Veil,48,bulky; Protect
sceptile,Sceptile,Sceptile; sceptile,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Grass,70,85,65,105,85,120,Overgrow; Unburden,77,fast; Protect
scizor,Scizor,Scizor; scizor,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Bug|Steel,70,130,100,55,80,65,Swarm; Technician; Light Metal,64,physical attacker; bulky; Protect; Tailwind; Rain Dance; Light Screen
scolipede,Scolipede,Scolipede; scolipede,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Bug|Poison,60,100,89,55,69,112,Poison Point; Swarm; Speed Boost,53,fast; Protect
scovillain,Scovillain,Scovillain; scovillain,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass|Fire,65,108,65,108,65,75,Chlorophyll; Insomnia; Moody,48,Protect
scrafty,Scrafty,Scrafty; scrafty,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Dark|Fighting,65,90,115,45,115,58,Shed Skin; Moxie; Intimidate,82,slow/bulky; bulky; Protect; Fake Out; Rain Dance
serperior,Serperior,Serperior; serperior,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass,75,75,95,75,95,113,Overgrow; Contrary,53,fast; Protect; Reflect; Light Screen
sharpedo,Sharpedo,Sharpedo; sharpedo,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water|Dark,70,120,40,95,40,95,Rough Skin; Speed Boost,57,physical attacker; Protect; Rain Dance
simipour,Simipour,Simipour; simipour,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water,75,98,63,98,63,101,Gluttony; Torrent,52,Protect; Fake Out; Rain Dance
simisage,Simisage,Simisage; simisage,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass,75,98,63,98,63,101,Gluttony; Overgrow,50,Protect; Fake Out
simisear,Simisear,Simisear; simisear,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fire,75,98,63,98,63,101,Gluttony; Blaze,55,Protect; Fake Out
sinistcha,Sinistcha,Sinistcha; sinistcha,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass|Ghost,71,60,106,121,80,70,Hospitality; Heatproof,35,special attacker; bulky; Protect; Trick Room; Reflect
skarmory,Skarmory,Skarmory; skarmory,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Steel|Flying,65,80,140,40,70,70,Keen Eye; Sturdy; Weak Armor,51,bulky; Protect; Tailwind
skeledirge,Skeledirge,Skeledirge; skeledirge,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fire|Ghost,104,75,100,110,75,66,Blaze; Unaware,56,special attacker; bulky; Protect
slowbro,Slowbro,Slowbro; slowbro,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water|Psychic,95,75,110,100,80,30,Oblivious; Own Tempo; Regenerator,95,slow/bulky; bulky; Protect; Trick Room; Rain Dance; Light Screen
slowking,Slowking,Slowking; slowking,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water|Psychic,95,75,80,100,110,30,Oblivious; Own Tempo; Regenerator,100,slow/bulky; bulky; Protect; Trick Room; Rain Dance; Reflect; Light Screen
slurpuff,Slurpuff,Slurpuff; slurpuff,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fairy,82,80,86,85,75,72,Sweet Veil; Unburden,42,Protect; Rain Dance; Light Screen
sneasler,Sneasler,Sneasler; sneasler,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fighting|Poison,80,130,60,40,80,120,Pressure; Unburden; Poison Touch,61,fast; physical attacker; Protect; Fake Out; Rain Dance
snorlax,Snorlax,Snorlax; snorlax,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Normal,160,110,65,65,110,30,Immunity; Thick Fat; Gluttony,83,slow/bulky; physical attacker; bulky; Protect; Rain Dance
spiritomb,Spiritomb,Spiritomb; spiritomb,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ghost|Dark,50,92,108,92,108,35,Pressure; Infiltrator,54,slow/bulky; bulky; Protect; Trick Room; Rain Dance
staraptor,Staraptor,Staraptor; staraptor,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Normal|Flying,85,120,70,50,60,100,Intimidate; Reckless,43,physical attacker; Protect; Tailwind; Rain Dance
starmie,Starmie,Starmie; starmie,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water|Psychic,60,75,85,100,85,115,Illuminate; Natural Cure; Analytic,62,fast; Protect; Trick Room; Rain Dance; Reflect; Light Screen
steelix,Steelix,Steelix; steelix,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Steel|Ground,75,85,200,55,65,30,Rock Head; Sturdy; Sheer Force,66,slow/bulky; bulky; Protect; Wide Guard
stunfisk,Stunfisk,Stunfisk; stunfisk,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ground|Electric,109,66,84,81,99,32,Static; Limber; Sand Veil,59,slow/bulky; bulky; Protect; Rain Dance
swampert,Swampert,Swampert; swampert,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Water|Ground,100,110,90,85,90,60,Torrent; Damp,77,slow/bulky; physical attacker; bulky; Protect; Wide Guard; Rain Dance
sylveon,Sylveon,Sylveon; sylveon,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fairy,95,65,65,110,130,60,Cute Charm; Pixilate,55,slow/bulky; special attacker; bulky; Protect; Rain Dance; Reflect; Light Screen
talonflame,Talonflame,Talonflame; talonflame,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fire|Flying,78,81,71,74,69,126,Flame Body; Gale Wings,50,fast; Protect; Tailwind; Rain Dance
tauros,Tauros,Tauros; tauros,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Normal,75,100,95,40,70,110,Intimidate; Anger Point; Sheer Force,72,fast; Protect; Rain Dance
taurospaldeaaquabreed,Tauros - Paldea Aqua Breed,Tauros - Paldea Aqua Breed; taurospaldeaaquabreed,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fighting|Water,75,110,105,30,70,100,Intimidate; Anger Point; Cud Chew,52,physical attacker; bulky; Protect; Rain Dance
taurospaldeablazebreed,Tauros - Paldea Blaze Breed,Tauros - Paldea Blaze Breed; taurospaldeablazebreed,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fighting|Fire,75,110,105,30,70,100,Intimidate; Anger Point; Cud Chew,53,physical attacker; bulky; Protect; Rain Dance
tinkaton,Tinkaton,Tinkaton; tinkaton,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fairy|Steel,85,75,77,70,105,94,Mold Breaker; Own Tempo; Pickpocket,47,bulky; Protect; Fake Out; Reflect; Light Screen
torkoal,Torkoal,Torkoal; torkoal,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fire,70,85,140,85,70,20,White Smoke; Drought; Shell Armor,57,slow/bulky; bulky; Protect
torterra,Torterra,Torterra; torterra,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass|Ground,95,109,105,75,85,56,Overgrow; Shell Armor,72,slow/bulky; bulky; Protect; Wide Guard; Reflect; Light Screen
toucannon,Toucannon,Toucannon; toucannon,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Normal|Flying,80,120,75,75,75,60,Keen Eye; Skill Link; Sheer Force,53,slow/bulky; physical attacker; Protect; Tailwind
toxapex,Toxapex,Toxapex; toxapex,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Poison|Water,50,63,152,53,142,35,Merciless; Limber; Regenerator,51,slow/bulky; bulky; Protect; Wide Guard; Rain Dance; Light Screen
toxicroak,Toxicroak,Toxicroak; toxicroak,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Poison|Fighting,83,106,65,86,65,85,Anticipation; Dry Skin; Poison Touch,81,Protect; Fake Out; Rain Dance
trevenant,Trevenant,Trevenant; trevenant,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ghost|Grass,85,110,76,65,82,56,Natural Cure; Frisk; Harvest,72,slow/bulky; physical attacker; Protect; Trick Room; Rain Dance; Reflect
tsareena,Tsareena,Tsareena; tsareena,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass,72,120,98,50,98,72,Leaf Guard; Queenly Majesty; Sweet Veil,54,physical attacker; Protect; Reflect; Light Screen
typhlosion,Typhlosion,Typhlosion; typhlosion,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fire,78,84,78,109,85,100,Blaze; Flash Fire,71,Protect
