entity_type,id,name,type,category,power,accuracy,pp,description,source_status,extra
move,sandattack,Sand Attack,Ground,Status,,100,16,"Sand is hurled in the target's face, lowering the target's accuracy.",confirmed,
move,sandtomb,Sand Tomb,Ground,Physical,35,85,16,The user traps the target inside a harshly raging sandstorm that inflicts damage for four to five turns.,confirmed,
move,sandsearstorm,Sandsear Storm,Ground,Special,100,80,12,The user attacks by wrapping opposing Pokémon in fierce winds and searingly hot sand. This may also leave them with a burn.,confirmed,
move,sandstorm,Sandstorm,Rock,Status,,,12,"A five-turn sandstorm is summoned to damage all Pokémon except Rock, Ground, and Steel types. The sandstorm also boosts the Sp. Def stats of Rock types.",confirmed,
move,sappyseed,Sappy Seed,Grass,Physical,100,90,12,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,savagespinoutphysical,Savage Spin-Out,Bug,Physical,,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,savagespinoutspecial,Savage Spin-Out,Bug,Special,,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,scald,Scald,Water,Special,80,100,16,The user attacks by shooting boiling hot water at the target. This may also leave the target with a burn.,confirmed,
move,scaleshot,Scale Shot,Dragon,Physical,25,90,20,The user attacks by shooting scales two to five times in a row. This move boosts the user's Speed stat but lowers its Defense stat.,confirmed,
move,scaryface,Scary Face,Normal,Status,,100,12,The user frightens the target with a scary face to harshly lower its Speed stat.,confirmed,
move,scorchingsands,Scorching Sands,Ground,Special,70,100,12,The user throws scorching sand at the target to attack. This may also leave the target with a burn.,confirmed,
move,scratch,Scratch,Normal,Physical,40,100,20,"Hard, pointed, sharp claws rake the target to inflict damage.",confirmed,
move,screech,Screech,Normal,Status,,85,20,An earsplitting screech harshly lowers the target's Defense stat.,confirmed,
move,searingshot,Searing Shot,Fire,Special,100,100,8,The user torches everything around it in an inferno of scarlet flames. This may also leave those it hits with a burn.,confirmed,
move,searingsunrazesmash,Searing Sunraze Smash,Steel,Physical,200,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,secretpower,Secret Power,Normal,Physical,70,100,20,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,secretsword,Secret Sword,Fighting,Special,85,100,12,The user cuts with its long horn. The odd power contained in the horn deals physical damage to the target.,confirmed,
move,seedbomb,Seed Bomb,Grass,Physical,80,100,16,The user attacks by slamming a barrage of hard-shelled seeds down on the target from above.,confirmed,
move,seedflare,Seed Flare,Grass,Special,120,85,8,The user emits a shock wave from its body to attack its target. This may also harshly lower the target's Sp. Def stat.,confirmed,
move,seismictoss,Seismic Toss,Fighting,Physical,,100,20,The target is thrown using the power of gravity. It inflicts damage equal to the user's level.,confirmed,
move,selfdestruct,Self-Destruct,Normal,Physical,200,100,8,The user attacks everything around it by causing an explosion. The user faints upon using this move.,confirmed,
move,shadowball,Shadow Ball,Ghost,Special,80,100,16,The user attacks by hurling a shadowy blob at the target. This may also lower the target’s Sp. Def stat.,confirmed,
move,shadowblast,Shadow Blast,shadow,Physical,80,100,,,confirmed,
move,shadowblitz,Shadow Blitz,shadow,Physical,40,100,,,confirmed,
move,shadowbolt,Shadow Bolt,shadow,Special,75,100,,,confirmed,
move,shadowbone,Shadow Bone,Ghost,Physical,85,100,12,The user attacks by beating the target with a bone that contains a spirit. This may also lower the target’s Defense stat.,confirmed,
move,shadowbreak,Shadow Break,shadow,Physical,75,100,,,confirmed,
move,shadowchill,Shadow Chill,shadow,Special,75,100,,,confirmed,
move,shadowclaw,Shadow Claw,Ghost,Physical,70,100,16,The user attacks by slashing the target with a sharp claw made from shadows. This move has a heightened chance of landing a critical hit.,confirmed,
move,shadowdown,Shadow Down,shadow,Status,,100,,,confirmed,
move,shadowend,Shadow End,shadow,Physical,120,60,,,confirmed,
move,shadowfire,Shadow Fire,shadow,Special,75,100,,,confirmed,
move,shadowforce,Shadow Force,Ghost,Physical,120,100,8,"The user disappears on the first turn, then attacks on the next turn. This move hits even if the target protects itself.",confirmed,
move,shadowhalf,Shadow Half,shadow,Special,,100,,,confirmed,
move,shadowhold,Shadow Hold,shadow,Status,,,,,confirmed,
move,shadowmist,Shadow Mist,shadow,Status,,100,,,confirmed,
move,shadowpanic,Shadow Panic,shadow,Status,,90,,,confirmed,
move,shadowpunch,Shadow Punch,Ghost,Physical,60,,20,The user throws a punch from the shadows. This attack never misses.,confirmed,
move,shadowrave,Shadow Rave,shadow,Special,70,100,,,confirmed,
move,shadowrush,Shadow Rush,shadow,Physical,55,100,,,confirmed,
move,shadowshed,Shadow Shed,shadow,Status,,,,,confirmed,
move,shadowsky,Shadow Sky,shadow,Status,,,,,confirmed,
move,shadowsneak,Shadow Sneak,Ghost,Physical,40,100,20,The user extends its shadow and attacks the target from behind. This move always goes first.,confirmed,
move,shadowstorm,Shadow Storm,shadow,Special,95,100,,,confirmed,
move,shadowwave,Shadow Wave,shadow,Special,50,100,,,confirmed,
move,sharpen,Sharpen,Normal,Status,,,20,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,shatteredpsychephysical,Shattered Psyche,Psychic,Physical,,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,shatteredpsychespecial,Shattered Psyche,Psychic,Special,,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,shedtail,Shed Tail,Normal,Status,,,12,The user creates a substitute for itself using its own HP before switching places with a party Pokémon in waiting.,confirmed,
move,sheercold,Sheer Cold,Ice,Special,,30,8,The target faints instantly. This move is less likely to hit the target if used by Pokémon other than Ice types.,confirmed,
move,shellsidearm,Shell Side Arm,Poison,Special,90,100,12,This move is either physical or special—whichever will inflict more damage. This may also poison the target.,confirmed,
move,shellsmash,Shell Smash,Normal,Status,,,16,"The user breaks its shell, which lowers its Defense and Sp. Def stats but sharply boosts its Attack, Sp. Atk, and Speed stats.",confirmed,
move,shelltrap,Shell Trap,Fire,Special,150,100,8,"The user sets a shell trap. If the user is hit by a physical move, the trap will explode and inflict damage on opposing Pokémon.",confirmed,
move,shelter,Shelter,Steel,Status,,,12,"The user makes its skin as hard as an iron shield, sharply boosting its Defense stat.",confirmed,
move,shiftgear,Shift Gear,Steel,Status,,,12,"The user rotates its gears, boosting its Attack stat and sharply boosting its Speed stat.",confirmed,
move,shockwave,Shock Wave,Electric,Special,60,,20,The user strikes the target with a quick jolt of electricity. This attack never misses.,confirmed,
move,shoreup,Shore Up,Ground,Status,,,8,The user restores its own HP by up to half its max HP. It regains more HP in a sandstorm.,confirmed,
move,signalbeam,Signal Beam,Bug,Special,75,100,16,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,silktrap,Silk Trap,Bug,Status,,,12,"The user spins a silken trap, protecting itself from damage while lowering the Speed stat of any attacker that makes direct contact.",confirmed,
move,silverwind,Silver Wind,Bug,Special,60,100,8,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,simplebeam,Simple Beam,Normal,Status,,100,16,The user emits a mysterious psychic wave that changes the target's Ability to Simple.,confirmed,
move,sing,Sing,Normal,Status,,55,16,A soothing lullaby is sung in a beautiful voice that puts the target to sleep.,confirmed,
move,sinisterarrowraid,Sinister Arrow Raid,Ghost,Physical,180,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,sizzlyslide,Sizzly Slide,Fire,Physical,60,100,20,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,sketch,Sketch,Normal,Status,,,1,"This move enables the user to permanently learn the move last used by the target. Once used, Sketch disappears.",confirmed,
move,skillswap,Skill Swap,Psychic,Status,,,12,The user employs its psychic power to exchange Abilities with the target.,confirmed,
move,skittersmack,Skitter Smack,Bug,Physical,70,90,12,The user skitters behind the target to attack. This also lowers the target's Sp. Atk stat.,confirmed,
move,skullbash,Skull Bash,Normal,Physical,130,100,12,"The user tucks in its head to raise its Defense stat on the first turn, then rams the target on the next turn.",confirmed,
move,skyattack,Sky Attack,Flying,Physical,140,90,8,The user attacks the turn after using this move. This move has a heightened chance of landing a critical hit and may also make the target flinch.,confirmed,
move,skydrop,Sky Drop,Flying,Physical,60,100,12,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,skyuppercut,Sky Uppercut,Fighting,Physical,85,90,16,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,slackoff,Slack Off,Normal,Status,,,8,"The user slacks off, restoring its own HP by up to half its max HP.",confirmed,
move,slam,Slam,Normal,Physical,80,75,20,"The target is slammed with a long tail, vines, or the like to inflict damage.",confirmed,
move,slash,Slash,Normal,Physical,70,100,20,"The target is attacked with a slash of claws, scythes, or the like. This move has a heightened chance of landing a critical hit.",confirmed,
move,sleeppowder,Sleep Powder,Grass,Status,,75,16,The user scatters a cloud of soporific dust that puts the target to sleep.,confirmed,
move,sleeptalk,Sleep Talk,Normal,Status,,,12,The user randomly uses one of the moves it knows. This move can only be used while the user is asleep.,confirmed,
move,sludge,Sludge,Poison,Special,65,100,20,The user hurls unsanitary sludge at the target to inflict damage. This may also poison the target.,confirmed,
move,sludgebomb,Sludge Bomb,Poison,Special,90,100,12,The user hurls unsanitary sludge at the target to inflict damage. This may also poison the target.,confirmed,
move,sludgewave,Sludge Wave,Poison,Special,95,100,12,The user strikes everything around it by swamping the area with a giant sludge wave. This may also poison those it hits.,confirmed,
move,smackdown,Smack Down,Rock,Physical,50,100,16,"The user throws a stone or similar projectile to attack the target. If the target is in the air, it will be knocked down to the ground.",confirmed,
move,smartstrike,Smart Strike,Steel,Physical,70,,12,The user stabs the target with a sharp horn. This attack never misses.,confirmed,
move,smellingsalts,Smelling Salts,Normal,Physical,70,100,12,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,smog,Smog,Poison,Special,30,70,20,The target is attacked with a discharge of filthy gases. This may also poison the target.,confirmed,
move,smokescreen,Smokescreen,Normal,Status,,100,20,The user releases an obscuring cloud of smoke or ink. This lowers the target's accuracy.,confirmed,
move,snaptrap,Snap Trap,Steel,Physical,35,100,16,The user snares the target in a snap trap for four to five turns.,confirmed,
move,snarl,Snarl,Dark,Special,55,95,16,"The user yells as if it's ranting about something, which lowers the Sp. Atk stats of opposing Pokémon.",confirmed,
move,snatch,Snatch,Dark,Status,,,12,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,snipeshot,Snipe Shot,Water,Special,80,100,16,"The user ignores the effects of opposing Pokémon's moves and Abilities that draw in moves, allowing this move to hit the chosen target.",confirmed,
move,snore,Snore,Normal,Special,50,100,16,This attack can be used only if the user is asleep. The harsh noise may also make the target flinch.,confirmed,
move,snowscape,Snowscape,Ice,Status,,,12,The user summons a snowstorm lasting five turns. This boosts the Defense stats of Ice types.,confirmed,
move,soak,Soak,Water,Status,,100,20,The user shoots a torrent of water that changes the target's type to Water.,confirmed,
move,softboiled,Soft-Boiled,Normal,Status,,,8,The user restores its own HP by up to half its max HP.,confirmed,
move,solarbeam,Solar Beam,Grass,Special,120,100,12,"The user gathers light on the first turn, then blasts a bundled beam on the next turn.",confirmed,
move,solarblade,Solar Blade,Grass,Physical,125,100,12,"The user gathers light on the first turn, then fills a blade with the light's energy and attacks on the next turn.",confirmed,
move,sonicboom,Sonic Boom,Normal,Special,,90,20,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,soulstealing7starstrike,Soul-Stealing 7-Star Strike,Ghost,Physical,195,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,spacialrend,Spacial Rend,Dragon,Special,100,95,8,The user tears the target along with the space around it. This move has a heightened chance of landing a critical hit.,confirmed,
move,spark,Spark,Electric,Physical,65,100,20,The user attacks the target with an electrically charged tackle. This may also leave the target with paralysis.,confirmed,
move,sparklingaria,Sparkling Aria,Water,Special,90,100,12,"The user bursts into song, emitting many bubbles. Any Pokémon suffering from a burn will be cured by the touch of these bubbles.",confirmed,
move,sparklyswirl,Sparkly Swirl,Fairy,Special,120,85,8,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,spectralthief,Spectral Thief,Ghost,Physical,90,100,12,"The user hides in the target’s shadow, steals the target’s stat boosts, and then attacks.",confirmed,
move,speedswap,Speed Swap,Psychic,Status,,,12,The user exchanges Speed stats with the target.,confirmed,
move,spicyextract,Spicy Extract,Grass,Status,,,16,"The user emits an incredibly spicy extract, sharply boosting the target's Attack stat and harshly lowering the target's Defense stat.",confirmed,
move,spiderweb,Spider Web,Bug,Status,,,12,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,spikecannon,Spike Cannon,Normal,Physical,20,100,16,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,spikes,Spikes,Ground,Status,,,20,The user lays a trap of spikes at the feet of the opposing team. The spikes will damage opposing Pokémon that switch into battle.,confirmed,
move,spikyshield,Spiky Shield,Grass,Status,,,12,"In addition to protecting the user from attacks, this move also damages any attacker that makes direct contact.",confirmed,
move,spinout,Spin Out,Steel,Physical,100,100,8,"The user spins furiously by straining its legs, inflicting damage on the target. This also harshly lowers the user's Speed stat.",confirmed,
move,spiritbreak,Spirit Break,Fairy,Physical,75,100,16,The user attacks the target with so much force that it could break the target's spirit. This also lowers the target's Sp. Atk stat.,confirmed,
move,spiritshackle,Spirit Shackle,Ghost,Physical,90,100,12,The user attacks while simultaneously stitching the target's shadow to the ground to prevent the target from fleeing.,confirmed,
move,spitup,Spit Up,Normal,Special,,100,12,"The power stored using the move Stockpile is released at once in an attack. The more power is stored, the greater the move's power.",confirmed,
move,spite,Spite,Ghost,Status,,100,12,The user unleashes its grudge on the move last used by the target by cutting 4 PP from it.,confirmed,
move,splash,Splash,Normal,Status,,,20,The user just flops and splashes around to no effect at all...,confirmed,
move,splinteredstormshards,Splintered Stormshards,Rock,Physical,190,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,splishysplash,Splishy Splash,Water,Special,90,100,16,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,spore,Spore,Grass,Status,,100,16,The user scatters bursts of spores that induce sleep.,confirmed,
move,spotlight,Spotlight,Normal,Status,,,16,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,springtidestorm,Springtide Storm,Fairy,Special,100,80,8,The user attacks by wrapping opposing Pokémon in fierce winds brimming with love and hate. This may also lower their Attack stats.,confirmed,
move,stealthrock,Stealth Rock,Rock,Status,,,20,The user lays a trap of levitating stones around the opposing team. The trap damages opposing Pokémon that switch into battle.,confirmed,
move,steameruption,Steam Eruption,Water,Special,110,95,8,The user immerses the target in superheated steam. This may also leave the target with a burn.,confirmed,
move,steamroller,Steamroller,Bug,Physical,65,100,20,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,steelbeam,Steel Beam,Steel,Special,140,95,8,The user fires a beam of steel that it collected from its entire body. This also damages the user.,confirmed,
move,steelroller,Steel Roller,Steel,Physical,130,100,8,The user attacks while destroying the terrain. This move fails if the ground hasn't turned into a terrain.,confirmed,
move,steelwing,Steel Wing,Steel,Physical,70,90,20,The target is hit with wings of steel. This may also boost the user's Defense stat.,confirmed,
move,stickyweb,Sticky Web,Bug,Status,,,20,"The user weaves a sticky net around the opposing team, which lowers their Speed stats upon switching into battle.",confirmed,
move,stockpile,Stockpile,Normal,Status,,,20,The user stores power and boosts its Defense and Sp. Def stats. This move can be used up to three times.,confirmed,
move,stokedsparksurfer,Stoked Sparksurfer,Electric,Special,175,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,stomp,Stomp,Normal,Physical,65,100,20,The user attacks by stomping on the target with a big foot. This may also make the target flinch.,confirmed,
move,stompingtantrum,Stomping Tantrum,Ground,Physical,75,100,12,"Driven by frustration, the user attacks the target. This move's power is doubled if the user's previous move failed.",confirmed,
move,stoneaxe,Stone Axe,Rock,Physical,65,90,16,The user swings its stone axes at the target. Stone splinters left behind by this attack float around the target.,confirmed,
move,stoneedge,Stone Edge,Rock,Physical,100,80,8,The user stabs the target with sharpened stones. This move has a heightened chance of landing a critical hit.,confirmed,
move,storedpower,Stored Power,Psychic,Special,20,100,12,"The user attacks the target with stored power. The more the user's stats are boosted, the greater the move's power.",confirmed,
move,stormthrow,Storm Throw,Fighting,Physical,60,100,12,The user strikes the target with a fierce blow. This attack always results in a critical hit.,confirmed,
move,strangesteam,Strange Steam,Fairy,Special,90,95,12,The user attacks the target by emitting steam. This may also confuse the target.,confirmed,
move,strength,Strength,Normal,Physical,80,100,16,The target is slugged with a punch thrown at maximum power.,confirmed,
move,strengthsap,Strength Sap,Grass,Status,,100,12,The user restores its own HP by the same amount as the target's Attack stat. It then lowers the target's Attack stat.,confirmed,
move,stringshot,String Shot,Bug,Status,,95,20,The user blows silk from its mouth that binds opposing Pokémon and harshly lowers their Speed stats.,confirmed,
move,struggle,Struggle,Normal,Physical,50,,1,This attack is used in desperation only if the user has no PP. It also damages the user a little.,confirmed,
move,strugglebug,Struggle Bug,Bug,Special,50,100,20,The user attacks by struggling against opposing Pokémon. This also lowers their Sp. Atk stats.,confirmed,
move,stuffcheeks,Stuff Cheeks,Normal,Status,,,12,"The user eats its held Berry, then sharply boosts its Defense stat.",confirmed,
move,stunspore,Stun Spore,Grass,Status,,75,20,The user scatters a cloud of numbing powder that paralyzes the target.,confirmed,
move,submission,Submission,Fighting,Physical,80,80,20,The user grabs the target and recklessly dives for the ground. This also damages the user a little.,confirmed,
move,substitute,Substitute,Normal,Status,,,12,The user creates a substitute for itself using some of its own HP. The substitute serves as the user's decoy.,confirmed,
move,subzeroslammerphysical,Subzero Slammer,Ice,Physical,,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,subzeroslammerspecial,Subzero Slammer,Ice,Special,,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,suckerpunch,Sucker Punch,Dark,Physical,70,100,8,This move enables the user to attack first. This move fails if the target is not readying an attack.,confirmed,
move,sunnyday,Sunny Day,Fire,Status,,,8,"The user intensifies the sun for five turns, powering up Fire-type attacks. The sunlight also lowers the power of Water-type attacks.",confirmed,
move,sunsteelstrike,Sunsteel Strike,Steel,Physical,100,100,8,The user slams into the target with the force of a meteor. This move can be used on the target regardless of its Ability.,confirmed,
move,superfang,Super Fang,Normal,Physical,,90,12,The user chomps hard on the target with its sharp front fangs. This cuts the target's HP in half.,confirmed,
move,supercellslam,Supercell Slam,Electric,Physical,100,95,16,"The user electrifies its body and drops onto the target to inflict damage. If this move misses, the user takes damage instead.",confirmed,
move,superpower,Superpower,Fighting,Physical,120,100,8,The user attacks the target with great power. This also lowers the user's Attack and Defense stats.,confirmed,
move,supersonic,Supersonic,Normal,Status,,55,20,The user generates odd sound waves from its body that confuse the target.,confirmed,
move,supersonicskystrikephysical,Supersonic Skystrike,Flying,Physical,,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,supersonicskystrikespecial,Supersonic Skystrike,Flying,Special,,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,surf,Surf,Water,Special,90,100,16,The user attacks everything around it by swamping its surroundings with a giant wave.,confirmed,
move,surgingstrikes,Surging Strikes,Water,Physical,25,100,8,"The user, having mastered the Water style, strikes the target with a flowing motion three times in a row. This move always lands a critical hit.",confirmed,
move,swagger,Swagger,Normal,Status,,85,16,"The user enrages and confuses the target. However, this also sharply boosts the target's Attack stat.",confirmed,
move,swallow,Swallow,Normal,Status,,,12,"The power stored using the move Stockpile is absorbed by the user to restore its own HP. The more power is stored, the more HP is restored.",confirmed,
move,sweetkiss,Sweet Kiss,Fairy,Status,,75,12,"The user kisses the target with a sweet, angelic cuteness that causes confusion.",confirmed,
move,sweetscent,Sweet Scent,Normal,Status,,100,20,The user releases a scent that harshly lowers opposing Pokémon's evasiveness.,confirmed,
move,swift,Swift,Normal,Special,60,,20,Star-shaped rays are shot at opposing Pokémon. This attack never misses.,confirmed,
move,switcheroo,Switcheroo,Dark,Status,,100,12,The user trades held items with the target faster than the eye can follow.,confirmed,
move,swordsdance,Swords Dance,Normal,Status,,,20,A frenetic dance to uplift the fighting spirit. This sharply boosts the user's Attack stat.,confirmed,
move,synchronoise,Synchronoise,Psychic,Special,120,100,12,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,synthesis,Synthesis,Grass,Status,,,8,The user restores its own HP. The amount of HP regained varies with the weather.,confirmed,
move,syrupbomb,Syrup Bomb,Grass,Special,60,90,12,"The user sets off an explosion of sticky candy syrup, which coats the target and causes the target's Speed stat to drop each turn for three turns.",confirmed,
move,tachyoncutter,Tachyon Cutter,Steel,Special,50,0,12,The user attacks by launching particle blades at the target twice in a row. This attack never misses.,confirmed,
move,tackle,Tackle,Normal,Physical,40,100,20,A physical attack in which the user charges and slams into the target with its whole body.,confirmed,
move,tailglow,Tail Glow,Bug,Status,,,20,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",confirmed,
move,tailslap,Tail Slap,Normal,Physical,25,85,12,The user attacks by striking the target with its hard tail. This move hits two to five times in a row.,confirmed,
move,tailwhip,Tail Whip,Normal,Status,,100,20,"The user wags its tail cutely, making opposing Pokémon less wary. This lowers their Defense stats.",confirmed,
move,tailwind,Tailwind,Flying,Status,,,16,The user whips up a turbulent whirlwind that boosts the Speed stats of itself and its allies for four turns.,confirmed,
move,takedown,Take Down,Normal,Physical,90,85,20,A reckless full-body charge attack for slamming into the target. This also damages the user a little.,confirmed,
move,takeheart,Take Heart,Psychic,Status,,,12,"The user lifts its spirits, curing its own status conditions and boosting its Sp. Atk and Sp. Def stats.",confirmed,
move,tarshot,Tar Shot,Rock,Status,,100,16,"The user pours sticky tar over the target, lowering the target's Speed stat. The target becomes weaker to Fire-type moves.",confirmed,
move,taunt,Taunt,Dark,Status,,100,20,The target is taunted into a rage that allows it to use only attack moves for three turns.,confirmed,
move,tearfullook,Tearful Look,Normal,Status,,,20,The user gets teary-eyed to make the target lose its combative spirit. This lowers the target's Attack and Sp. Atk stats.,confirmed,
move,teatime,Teatime,Normal,Status,,,12,The user has teatime with all the Pokémon currently in the battle. Each Pokémon eats its held Berry.,confirmed,
move,technoblast,Techno Blast,Normal,Special,120,100,8,The user fires a beam of light at its target. The move’s type changes depending on the Drive the user holds.,confirmed,
move,tectonicragephysical,Tectonic Rage,Ground,Physical,,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,tectonicragespecial,Tectonic Rage,Ground,Special,,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,teeterdance,Teeter Dance,Normal,Status,,100,20,The user performs a wobbly dance that confuses every Pokémon around it.,confirmed,
move,telekinesis,Telekinesis,Psychic,Status,,,16,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,teleport,Teleport,Psychic,Status,,,20,"The user switches places with a party Pokémon in waiting, if any. If a wild Pokémon uses this move, it flees.",confirmed,
move,temperflare,Temper Flare,Fire,Physical,75,100,12,"Spurred by desperation, the user attacks the target. This move's power is doubled if the user's previous move failed.",confirmed,
move,terablast,Tera Blast,Normal,Special,80,100,12,"If the user has Terastallized, it unleashes energy of its Tera Type. This move inflicts damage using the Attack or Sp. Atk stat—whichever is higher for the user.",confirmed,
move,terastarstorm,Tera Starstorm,Normal,Special,120,100,8,"With the power of its crystals, the user bombards and eliminates the target. When used by Terapagos in its Stellar Form, this move damages all opposing Pokémon.",confirmed,
move,terrainpulse,Terrain Pulse,Normal,Special,50,100,12,The user utilizes the energy of the terrain to attack. This move’s type and power change depending on the terrain at the time the move is used.,confirmed,
move,thief,Thief,Dark,Physical,60,100,20,The user attacks and steals the target's held item simultaneously. The user can't steal anything if it already holds an item.,confirmed,
move,thousandarrows,Thousand Arrows,Ground,Physical,90,100,12,This move also hits opposing Pokémon that are in the air. Those Pokémon are knocked down to the ground.,confirmed,
move,thousandwaves,Thousand Waves,Ground,Physical,90,100,12,The user attacks with a wave that crawls along the ground. Those it hits can’t flee from battle.,confirmed,
move,thrash,Thrash,Normal,Physical,120,100,12,The user rampages and attacks for two to three turns. The user then becomes confused.,confirmed,
move,throatchop,Throat Chop,Dark,Physical,80,100,16,"The user attacks the target's throat, and the resultant suffering prevents the target from using sound-based moves for two turns.",confirmed,
move,thunder,Thunder,Electric,Special,110,70,12,A wicked thunderbolt is dropped on the target to inflict damage. This may also leave the target with paralysis.,confirmed,
move,thundercage,Thunder Cage,Electric,Special,80,90,16,The user traps the target inside a cage of sparking electricity that inflicts damage for four to five turns.,confirmed,
move,thunderfang,Thunder Fang,Electric,Physical,65,95,16,The user bites with electrified fangs. This may also make the target flinch or leave it with paralysis.,confirmed,
move,thunderpunch,Thunder Punch,Electric,Physical,75,100,16,The target is attacked with an electrified punch. This may also leave the target with paralysis.,confirmed,
move,thundershock,Thunder Shock,Electric,Special,40,100,20,The user attacks the target with a jolt of electricity. This may also leave the target with paralysis.,confirmed,
move,thunderwave,Thunder Wave,Electric,Status,,90,20,The user launches a weak jolt of electricity that paralyzes the target.,confirmed,
move,thunderbolt,Thunderbolt,Electric,Special,90,100,16,The user attacks the target with a strong electric blast. This may also leave the target with paralysis.,confirmed,
move,thunderclap,Thunderclap,Electric,Special,70,100,8,This move enables the user to attack first with a jolt of electricity. This move fails if the target is not readying an attack.,confirmed,
move,thunderouskick,Thunderous Kick,Fighting,Physical,90,100,12,The user overwhelms the target with lightning-like movement before delivering a kick. This also lowers the target's Defense stat.,confirmed,
move,tickle,Tickle,Normal,Status,,100,20,"The user tickles the target into laughing, lowering its Attack and Defense stats.",confirmed,
move,tidyup,Tidy Up,Normal,Status,,,12,"The user tidies up and removes the effects of Spikes, Stealth Rock, Sticky Web, Toxic Spikes, and Substitute. This also boosts the user’s Attack and Speed stats.",confirmed,
move,topsyturvy,Topsy-Turvy,Dark,Status,,,20,All stat changes affecting the target turn topsy-turvy and become the opposite of what they were.,confirmed,
move,torchsong,Torch Song,Fire,Special,80,100,12,"The user blows out raging flames as if singing a song, scorching the target. This also boosts the user's Sp. Atk stat.",confirmed,
move,torment,Torment,Dark,Status,,100,16,"The user torments and enrages the target, making it incapable of using the same move twice in a row.",confirmed,
move,toxic,Toxic,Poison,Status,,90,12,A move that leaves the target badly poisoned. Its poison damage worsens every turn.,confirmed,
move,toxicspikes,Toxic Spikes,Poison,Status,,,20,The user lays a trap of poison spikes at the feet of the opposing team. The spikes will poison opposing Pokémon that switch into battle.,confirmed,
move,toxicthread,Toxic Thread,Poison,Status,,100,20,Inflicts Poison. Lowers opponent's Speed by 2 stages.,confirmed,
move,trailblaze,Trailblaze,Grass,Physical,50,100,20,The user attacks suddenly as if leaping out from tall grass. The user's nimble footwork boosts its Speed stat.,confirmed,
